geoid,GEOID10,name,B25003001,"B25003001, Error",B25003002,"B25003002, Error",B25003003,"B25003003, Error"
14000US06037407701,6037407701,"Census Tract 4077.01, Los Angeles, CA",1159,67,444,89,715,104
14000US06037407702,6037407702,"Census Tract 4077.02, Los Angeles, CA",1611,61,1146,115,465,108
14000US06037407801,6037407801,"Census Tract 4078.01, Los Angeles, CA",1085,43,856,96,229,94
14000US06037407802,6037407802,"Census Tract 4078.02, Los Angeles, CA",774,40,591,68,183,63
14000US06037407900,6037407900,"Census Tract 4079, Los Angeles, CA",1530,22,1133,101,397,97
14000US06037408003,6037408003,"Census Tract 4080.03, Los Angeles, CA",1276,27,973,113,303,110
14000US06037408004,6037408004,"Census Tract 4080.04, Los Angeles, CA",839,43,430,71,409,74
14000US06037408005,6037408005,"Census Tract 4080.05, Los Angeles, CA",1587,55,1126,91,461,99
14000US06037408006,6037408006,"Census Tract 4080.06, Los Angeles, CA",966,59,463,66,503,79
14000US06037408133,6037408133,"Census Tract 4081.33, Los Angeles, CA",1520,69,633,81,887,95
14000US06037408134,6037408134,"Census Tract 4081.34, Los Angeles, CA",767,40,591,68,176,60
14000US06037408135,6037408135,"Census Tract 4081.35, Los Angeles, CA",1164,45,627,98,537,96
14000US06037408136,6037408136,"Census Tract 4081.36, Los Angeles, CA",1004,42,793,89,211,82
14000US06037408137,6037408137,"Census Tract 4081.37, Los Angeles, CA",1334,63,495,85,839,102
14000US06037408138,6037408138,"Census Tract 4081.38, Los Angeles, CA",1207,83,873,109,334,109
14000US06037408139,6037408139,"Census Tract 4081.39, Los Angeles, CA",835,32,612,69,223,68
14000US06037408140,6037408140,"Census Tract 4081.40, Los Angeles, CA",760,31,580,69,180,69
14000US06037408141,6037408141,"Census Tract 4081.41, Los Angeles, CA",1112,56,837,114,275,114
14000US06037408202,6037408202,"Census Tract 4082.02, Los Angeles, CA",469,36,258,52,211,50
14000US06037408211,6037408211,"Census Tract 4082.11, Los Angeles, CA",1800,74,920,122,880,104
14000US06037408212,6037408212,"Census Tract 4082.12, Los Angeles, CA",1378,19,1088,102,290,102
14000US06037408301,6037408301,"Census Tract 4083.01, Los Angeles, CA",1239,56,799,106,440,106
14000US06037408302,6037408302,"Census Tract 4083.02, Los Angeles, CA",1070,66,913,91,157,63
14000US06037408303,6037408303,"Census Tract 4083.03, Los Angeles, CA",1185,49,1026,80,159,83
14000US06037408401,6037408401,"Census Tract 4084.01, Los Angeles, CA",1237,55,730,98,507,95
14000US06037408402,6037408402,"Census Tract 4084.02, Los Angeles, CA",1886,27,1759,74,127,72
14000US06037408501,6037408501,"Census Tract 4085.01, Los Angeles, CA",806,38,511,70,295,67
14000US06037408503,6037408503,"Census Tract 4085.03, Los Angeles, CA",1973,59,1774,112,199,101
14000US06037408504,6037408504,"Census Tract 4085.04, Los Angeles, CA",1583,66,877,108,706,107
14000US06037408505,6037408505,"Census Tract 4085.05, Los Angeles, CA",769,37,629,68,140,63
14000US06037408623,6037408623,"Census Tract 4086.23, Los Angeles, CA",970,55,652,73,318,65
14000US06037408624,6037408624,"Census Tract 4086.24, Los Angeles, CA",962,68,806,86,156,62
14000US06037408625,6037408625,"Census Tract 4086.25, Los Angeles, CA",1324,66,1002,113,322,101
14000US06037408626,6037408626,"Census Tract 4086.26, Los Angeles, CA",1328,111,790,127,538,130
14000US06037408627,6037408627,"Census Tract 4086.27, Los Angeles, CA",922,32,796,65,126,56
14000US06037408628,6037408628,"Census Tract 4086.28, Los Angeles, CA",1866,86,1283,137,583,132
14000US06037408629,6037408629,"Census Tract 4086.29, Los Angeles, CA",926,55,783,61,143,44
14000US06037408630,6037408630,"Census Tract 4086.30, Los Angeles, CA",534,44,384,71,150,60
14000US06037408631,6037408631,"Census Tract 4086.31, Los Angeles, CA",1366,52,969,98,397,84
14000US06037408703,6037408703,"Census Tract 4087.03, Los Angeles, CA",1928,79,1670,115,258,102
14000US06037408704,6037408704,"Census Tract 4087.04, Los Angeles, CA",1042,71,516,100,526,108
14000US06037408705,6037408705,"Census Tract 4087.05, Los Angeles, CA",1597,43,1125,135,472,124
14000US06037408706,6037408706,"Census Tract 4087.06, Los Angeles, CA",477,43,432,58,45,35
14000US06037408722,6037408722,"Census Tract 4087.22, Los Angeles, CA",1174,81,867,123,307,112
14000US06037408723,6037408723,"Census Tract 4087.23, Los Angeles, CA",818,21,563,58,255,59
14000US06037408724,6037408724,"Census Tract 4087.24, Los Angeles, CA",1552,41,30,29,1522,51
14000US06037408800,6037408800,"Census Tract 4088, Los Angeles, CA",1461,100,290,65,1171,109
14000US06037430002,6037430002,"Census Tract 4300.02, Los Angeles, CA",2409,143,1475,194,934,195
14000US06037430003,6037430003,"Census Tract 4300.03, Los Angeles, CA",1607,83,1519,94,88,47
14000US06037430101,6037430101,"Census Tract 4301.01, Los Angeles, CA",1907,100,724,96,1183,129
14000US06037430102,6037430102,"Census Tract 4301.02, Los Angeles, CA",1209,73,780,113,429,108
14000US06037430200,6037430200,"Census Tract 4302, Los Angeles, CA",393,46,228,34,165,37
14000US06037430301,6037430301,"Census Tract 4303.01, Los Angeles, CA",1511,82,1276,91,235,72
14000US06037430302,6037430302,"Census Tract 4303.02, Los Angeles, CA",2183,100,1431,146,752,159
14000US06037430400,6037430400,"Census Tract 4304, Los Angeles, CA",1464,99,1147,101,317,104
14000US06037430501,6037430501,"Census Tract 4305.01, Los Angeles, CA",1666,127,1348,137,318,111
14000US06037430502,6037430502,"Census Tract 4305.02, Los Angeles, CA",2998,177,1530,203,1468,221
14000US06037430600,6037430600,"Census Tract 4306, Los Angeles, CA",1433,116,1229,120,204,89
14000US06037430701,6037430701,"Census Tract 4307.01, Los Angeles, CA",1912,105,1203,121,709,108
14000US06037430721,6037430721,"Census Tract 4307.21, Los Angeles, CA",1322,77,628,106,694,122
14000US06037430723,6037430723,"Census Tract 4307.23, Los Angeles, CA",1629,135,579,109,1050,143
14000US06037430724,6037430724,"Census Tract 4307.24, Los Angeles, CA",1895,173,428,109,1467,184
14000US06037430801,6037430801,"Census Tract 4308.01, Los Angeles, CA",2350,163,1052,238,1298,260
14000US06037430802,6037430802,"Census Tract 4308.02, Los Angeles, CA",1352,84,1019,126,333,117
14000US06037430803,6037430803,"Census Tract 4308.03, Los Angeles, CA",1819,103,1382,132,437,114
14000US06037430901,6037430901,"Census Tract 4309.01, Los Angeles, CA",1569,67,511,87,1058,96
14000US06037430902,6037430902,"Census Tract 4309.02, Los Angeles, CA",1536,98,513,92,1023,116
14000US06037431001,6037431001,"Census Tract 4310.01, Los Angeles, CA",2649,151,869,181,1780,212
14000US06037431002,6037431002,"Census Tract 4310.02, Los Angeles, CA",1240,72,640,98,600,99
14000US06037431100,6037431100,"Census Tract 4311, Los Angeles, CA",2076,114,747,158,1329,180
14000US06037431200,6037431200,"Census Tract 4312, Los Angeles, CA",1490,73,973,117,517,107
14000US06037431300,6037431300,"Census Tract 4313, Los Angeles, CA",850,49,641,69,209,60
14000US06037431400,6037431400,"Census Tract 4314, Los Angeles, CA",1312,99,942,153,370,125
14000US06037431501,6037431501,"Census Tract 4315.01, Los Angeles, CA",1666,83,981,116,685,112
14000US06037431502,6037431502,"Census Tract 4315.02, Los Angeles, CA",1407,92,837,121,570,143
14000US06037431600,6037431600,"Census Tract 4316, Los Angeles, CA",1299,85,1003,108,296,88
14000US06037431700,6037431700,"Census Tract 4317, Los Angeles, CA",2046,152,1540,178,506,154
14000US06037431800,6037431800,"Census Tract 4318, Los Angeles, CA",1853,131,1009,162,844,180
14000US06037431900,6037431900,"Census Tract 4319, Los Angeles, CA",1458,77,604,121,854,141
14000US06037432000,6037432000,"Census Tract 4320, Los Angeles, CA",2405,127,1366,174,1039,206
14000US06037432101,6037432101,"Census Tract 4321.01, Los Angeles, CA",1359,79,1023,105,336,94
14000US06037432102,6037432102,"Census Tract 4321.02, Los Angeles, CA",1713,83,1309,108,404,106
14000US06037432201,6037432201,"Census Tract 4322.01, Los Angeles, CA",1228,86,708,104,520,109
14000US06037432202,6037432202,"Census Tract 4322.02, Los Angeles, CA",1164,82,680,105,484,100
14000US06037432300,6037432300,"Census Tract 4323, Los Angeles, CA",1160,61,639,99,521,108
14000US06037432401,6037432401,"Census Tract 4324.01, Los Angeles, CA",1008,46,413,64,595,70
14000US06037432402,6037432402,"Census Tract 4324.02, Los Angeles, CA",1647,120,715,118,932,151
14000US06037432500,6037432500,"Census Tract 4325, Los Angeles, CA",2451,109,1363,196,1088,203
14000US06037432601,6037432601,"Census Tract 4326.01, Los Angeles, CA",1737,77,892,109,845,128
14000US06037432602,6037432602,"Census Tract 4326.02, Los Angeles, CA",1138,81,692,116,446,98
14000US06037432700,6037432700,"Census Tract 4327, Los Angeles, CA",1397,92,661,122,736,120
14000US06037432801,6037432801,"Census Tract 4328.01, Los Angeles, CA",937,55,222,65,715,74
14000US06037432802,6037432802,"Census Tract 4328.02, Los Angeles, CA",1396,103,210,58,1186,114
14000US06037432901,6037432901,"Census Tract 4329.01, Los Angeles, CA",1159,105,630,105,529,96
14000US06037432902,6037432902,"Census Tract 4329.02, Los Angeles, CA",861,64,617,76,244,78
14000US06037433101,6037433101,"Census Tract 4331.01, Los Angeles, CA",668,31,412,49,256,50
14000US06037433102,6037433102,"Census Tract 4331.02, Los Angeles, CA",1292,63,474,96,818,105
14000US06037433200,6037433200,"Census Tract 4332, Los Angeles, CA",1699,81,712,106,987,120
14000US06037433302,6037433302,"Census Tract 4333.02, Los Angeles, CA",418,37,112,32,306,48
14000US06037433304,6037433304,"Census Tract 4333.04, Los Angeles, CA",1315,91,195,82,1120,121
14000US06037433305,6037433305,"Census Tract 4333.05, Los Angeles, CA",1280,33,271,79,1009,85
14000US06037433306,6037433306,"Census Tract 4333.06, Los Angeles, CA",794,41,280,68,514,70
14000US06037433307,6037433307,"Census Tract 4333.07, Los Angeles, CA",880,28,375,59,505,57
14000US06037433401,6037433401,"Census Tract 4334.01, Los Angeles, CA",775,45,325,55,450,61
14000US06037433402,6037433402,"Census Tract 4334.02, Los Angeles, CA",1197,59,445,118,752,116
14000US06037433403,6037433403,"Census Tract 4334.03, Los Angeles, CA",1367,58,288,95,1079,113
14000US06037433501,6037433501,"Census Tract 4335.01, Los Angeles, CA",572,45,190,69,382,74
14000US06037433503,6037433503,"Census Tract 4335.03, Los Angeles, CA",723,45,263,58,460,54
14000US06037433504,6037433504,"Census Tract 4335.04, Los Angeles, CA",1025,83,234,84,791,104
14000US06037433601,6037433601,"Census Tract 4336.01, Los Angeles, CA",1287,63,661,126,626,114
14000US06037433602,6037433602,"Census Tract 4336.02, Los Angeles, CA",801,44,374,63,427,62
14000US06037433700,6037433700,"Census Tract 4337, Los Angeles, CA",889,53,563,83,326,76
14000US06037433801,6037433801,"Census Tract 4338.01, Los Angeles, CA",1415,81,497,94,918,100
14000US06037433802,6037433802,"Census Tract 4338.02, Los Angeles, CA",941,65,758,83,183,73
14000US06037433901,6037433901,"Census Tract 4339.01, Los Angeles, CA",1372,40,351,107,1021,114
14000US06037433902,6037433902,"Census Tract 4339.02, Los Angeles, CA",840,72,490,73,350,82
14000US06037434001,6037434001,"Census Tract 4340.01, Los Angeles, CA",986,68,684,82,302,81
14000US06037434003,6037434003,"Census Tract 4340.03, Los Angeles, CA",1032,44,400,67,632,75
14000US06037434004,6037434004,"Census Tract 4340.04, Los Angeles, CA",713,36,355,73,358,74
14000US06037460000,6037460000,"Census Tract 4600, Los Angeles, CA",1657,108,1435,123,222,80
14000US06037460100,6037460100,"Census Tract 4601, Los Angeles, CA",2368,136,2097,153,271,113
14000US06037460200,6037460200,"Census Tract 4602, Los Angeles, CA",2016,129,1578,154,438,139
14000US06037460301,6037460301,"Census Tract 4603.01, Los Angeles, CA",1606,88,1370,114,236,94
14000US06037460302,6037460302,"Census Tract 4603.02, Los Angeles, CA",1381,68,1000,102,381,100
14000US06037460401,6037460401,"Census Tract 4604.01, Los Angeles, CA",317,31,218,31,99,26
14000US06037460501,6037460501,"Census Tract 4605.01, Los Angeles, CA",1754,90,1657,93,97,49
14000US06037460502,6037460502,"Census Tract 4605.02, Los Angeles, CA",1338,75,1245,78,93,44
14000US06037460600,6037460600,"Census Tract 4606, Los Angeles, CA",1416,91,1317,83,99,56
14000US06037460700,6037460700,"Census Tract 4607, Los Angeles, CA",1559,70,1469,86,90,58
14000US06037460800,6037460800,"Census Tract 4608, Los Angeles, CA",1195,89,1144,98,51,49
14000US06037460900,6037460900,"Census Tract 4609, Los Angeles, CA",2002,86,1155,152,847,148
14000US06037461000,6037461000,"Census Tract 4610, Los Angeles, CA",1664,111,1145,133,519,123
14000US06037461100,6037461100,"Census Tract 4611, Los Angeles, CA",1837,101,973,134,864,152
14000US06037461200,6037461200,"Census Tract 4612, Los Angeles, CA",1663,79,1410,84,253,81
14000US06037461300,6037461300,"Census Tract 4613, Los Angeles, CA",2464,151,1396,226,1068,189
14000US06037461400,6037461400,"Census Tract 4614, Los Angeles, CA",1280,96,503,102,777,113
14000US06037461501,6037461501,"Census Tract 4615.01, Los Angeles, CA",1288,76,638,102,650,111
14000US06037461502,6037461502,"Census Tract 4615.02, Los Angeles, CA",1675,104,604,96,1071,121
14000US06037461600,6037461600,"Census Tract 4616, Los Angeles, CA",1786,79,704,116,1082,117
14000US06037461700,6037461700,"Census Tract 4617, Los Angeles, CA",659,43,545,53,114,39
14000US06037461901,6037461901,"Census Tract 4619.01, Los Angeles, CA",1670,91,234,85,1436,109
14000US06037461902,6037461902,"Census Tract 4619.02, Los Angeles, CA",1191,85,102,37,1089,91
14000US06037462001,6037462001,"Census Tract 4620.01, Los Angeles, CA",1154,71,276,84,878,92
14000US06037462002,6037462002,"Census Tract 4620.02, Los Angeles, CA",1162,70,243,72,919,88
14000US06037462100,6037462100,"Census Tract 4621, Los Angeles, CA",1862,52,661,102,1201,106
14000US06037462201,6037462201,"Census Tract 4622.01, Los Angeles, CA",1935,86,114,57,1821,106
14000US06037462202,6037462202,"Census Tract 4622.02, Los Angeles, CA",1351,129,204,67,1147,117
14000US06037462301,6037462301,"Census Tract 4623.01, Los Angeles, CA",1909,74,325,114,1584,126
14000US06037462302,6037462302,"Census Tract 4623.02, Los Angeles, CA",1525,77,300,78,1225,92
14000US06037462400,6037462400,"Census Tract 4624, Los Angeles, CA",1605,69,888,103,717,98
14000US06037462500,6037462500,"Census Tract 4625, Los Angeles, CA",2333,135,1289,190,1044,162
14000US06037462600,6037462600,"Census Tract 4626, Los Angeles, CA",845,48,697,61,148,52
14000US06037462700,6037462700,"Census Tract 4627, Los Angeles, CA",2118,169,748,127,1370,171
14000US06037462800,6037462800,"Census Tract 4628, Los Angeles, CA",1069,96,472,93,597,105
14000US06037462900,6037462900,"Census Tract 4629, Los Angeles, CA",1362,76,1056,103,306,101
14000US06037463000,6037463000,"Census Tract 4630, Los Angeles, CA",1049,69,690,75,359,75
14000US06037463101,6037463101,"Census Tract 4631.01, Los Angeles, CA",830,46,510,61,320,58
14000US06037463102,6037463102,"Census Tract 4631.02, Los Angeles, CA",1132,77,822,99,310,98
14000US06037463200,6037463200,"Census Tract 4632, Los Angeles, CA",1429,90,821,100,608,102
14000US06037463300,6037463300,"Census Tract 4633, Los Angeles, CA",919,48,501,60,418,69
14000US06037463400,6037463400,"Census Tract 4634, Los Angeles, CA",2521,185,1089,181,1432,182
14000US06037463500,6037463500,"Census Tract 4635, Los Angeles, CA",2568,221,782,170,1786,228
14000US06037463601,6037463601,"Census Tract 4636.01, Los Angeles, CA",3213,214,821,195,2392,268
14000US06037463602,6037463602,"Census Tract 4636.02, Los Angeles, CA",2887,210,419,109,2468,191
14000US06037463700,6037463700,"Census Tract 4637, Los Angeles, CA",1608,143,620,115,988,118
14000US06037463800,6037463800,"Census Tract 4638, Los Angeles, CA",1599,76,1381,102,218,85
14000US06037463900,6037463900,"Census Tract 4639, Los Angeles, CA",1529,109,832,113,697,118
14000US06037464000,6037464000,"Census Tract 4640, Los Angeles, CA",2521,167,1554,174,967,186
14000US06037464100,6037464100,"Census Tract 4641, Los Angeles, CA",2392,164,2087,200,305,138
14000US06037464200,6037464200,"Census Tract 4642, Los Angeles, CA",2095,139,1778,158,317,107
14000US06037480002,6037480002,"Census Tract 4800.02, Los Angeles, CA",1128,70,894,82,234,71
14000US06037480011,6037480011,"Census Tract 4800.11, Los Angeles, CA",1805,79,744,116,1061,121
14000US06037480012,6037480012,"Census Tract 4800.12, Los Angeles, CA",1649,83,963,117,686,118
14000US06037480101,6037480101,"Census Tract 4801.01, Los Angeles, CA",1217,78,708,104,509,100
14000US06037480102,6037480102,"Census Tract 4801.02, Los Angeles, CA",1453,72,874,102,579,109
14000US06037480201,6037480201,"Census Tract 4802.01, Los Angeles, CA",1245,98,1093,102,152,56
14000US06037480202,6037480202,"Census Tract 4802.02, Los Angeles, CA",844,58,640,71,204,59
14000US06037480302,6037480302,"Census Tract 4803.02, Los Angeles, CA",1820,61,698,106,1122,116
14000US06037480303,6037480303,"Census Tract 4803.03, Los Angeles, CA",1428,68,354,77,1074,78
14000US06037480304,6037480304,"Census Tract 4803.04, Los Angeles, CA",1895,76,233,75,1662,88
14000US06037480400,6037480400,"Census Tract 4804, Los Angeles, CA",2218,140,918,171,1300,189
14000US06037480500,6037480500,"Census Tract 4805, Los Angeles, CA",2033,110,1292,151,741,141
14000US06037480600,6037480600,"Census Tract 4806, Los Angeles, CA",3237,165,1046,156,2191,205
14000US06037480702,6037480702,"Census Tract 4807.02, Los Angeles, CA",1563,90,1073,103,490,84
14000US06037480703,6037480703,"Census Tract 4807.03, Los Angeles, CA",1208,72,648,90,560,98
14000US06037480704,6037480704,"Census Tract 4807.04, Los Angeles, CA",1786,101,600,95,1186,128
14000US06037480802,6037480802,"Census Tract 4808.02, Los Angeles, CA",1016,63,688,92,328,100
14000US06037480803,6037480803,"Census Tract 4808.03, Los Angeles, CA",1285,48,717,103,568,102
14000US06037480804,6037480804,"Census Tract 4808.04, Los Angeles, CA",1709,112,411,92,1298,134
14000US06037480901,6037480901,"Census Tract 4809.01, Los Angeles, CA",1675,69,432,78,1243,80
14000US06037480902,6037480902,"Census Tract 4809.02, Los Angeles, CA",1294,91,230,72,1064,89
14000US06037480903,6037480903,"Census Tract 4809.03, Los Angeles, CA",1003,44,367,62,636,65
14000US06037481001,6037481001,"Census Tract 4810.01, Los Angeles, CA",1578,86,568,119,1010,145
14000US06037481002,6037481002,"Census Tract 4810.02, Los Angeles, CA",2079,109,721,169,1358,185
14000US06037481101,6037481101,"Census Tract 4811.01, Los Angeles, CA",1468,84,305,86,1163,95
14000US06037481102,6037481102,"Census Tract 4811.02, Los Angeles, CA",1447,86,186,72,1261,104
14000US06037481103,6037481103,"Census Tract 4811.03, Los Angeles, CA",1465,114,729,106,736,141
14000US06037481201,6037481201,"Census Tract 4812.01, Los Angeles, CA",1204,71,501,84,703,100
14000US06037481202,6037481202,"Census Tract 4812.02, Los Angeles, CA",1936,131,880,114,1056,152
14000US06037481300,6037481300,"Census Tract 4813, Los Angeles, CA",842,49,569,64,273,54
14000US06037481401,6037481401,"Census Tract 4814.01, Los Angeles, CA",1833,92,728,105,1105,116
14000US06037481402,6037481402,"Census Tract 4814.02, Los Angeles, CA",1936,157,1014,194,922,200
14000US06037481500,6037481500,"Census Tract 4815, Los Angeles, CA",1531,73,1074,101,457,107
14000US06037481603,6037481603,"Census Tract 4816.03, Los Angeles, CA",1216,94,547,98,669,91
14000US06037481604,6037481604,"Census Tract 4816.04, Los Angeles, CA",1348,65,454,91,894,107
14000US06037481605,6037481605,"Census Tract 4816.05, Los Angeles, CA",1076,57,386,84,690,90
14000US06037481606,6037481606,"Census Tract 4816.06, Los Angeles, CA",1596,74,415,73,1181,105
14000US06037481711,6037481711,"Census Tract 4817.11, Los Angeles, CA",1383,98,333,87,1050,121
14000US06037481712,6037481712,"Census Tract 4817.12, Los Angeles, CA",1683,73,597,124,1086,129
14000US06037481713,6037481713,"Census Tract 4817.13, Los Angeles, CA",879,74,286,84,593,95
14000US06037481714,6037481714,"Census Tract 4817.14, Los Angeles, CA",908,48,250,53,658,60
14000US06037481800,6037481800,"Census Tract 4818, Los Angeles, CA",898,31,737,60,161,53
14000US06037481901,6037481901,"Census Tract 4819.01, Los Angeles, CA",1967,74,1377,152,590,138
14000US06037481902,6037481902,"Census Tract 4819.02, Los Angeles, CA",1139,91,571,90,568,93
14000US06037482001,6037482001,"Census Tract 4820.01, Los Angeles, CA",1029,50,806,78,223,74
14000US06037482002,6037482002,"Census Tract 4820.02, Los Angeles, CA",2500,136,1318,151,1182,174
14000US06037482101,6037482101,"Census Tract 4821.01, Los Angeles, CA",1484,77,809,96,675,107
14000US06037482102,6037482102,"Census Tract 4821.02, Los Angeles, CA",914,55,735,64,179,54
14000US06037482201,6037482201,"Census Tract 4822.01, Los Angeles, CA",1265,66,513,124,752,126
14000US06037482202,6037482202,"Census Tract 4822.02, Los Angeles, CA",1557,105,627,118,930,154
14000US06037482301,6037482301,"Census Tract 4823.01, Los Angeles, CA",1327,86,433,105,894,129
14000US06037482303,6037482303,"Census Tract 4823.03, Los Angeles, CA",1552,73,534,131,1018,134
14000US06037482304,6037482304,"Census Tract 4823.04, Los Angeles, CA",847,54,223,57,624,76
14000US06037482401,6037482401,"Census Tract 4824.01, Los Angeles, CA",973,49,399,70,574,73
14000US06037482402,6037482402,"Census Tract 4824.02, Los Angeles, CA",2239,52,1115,165,1124,157
14000US06037482502,6037482502,"Census Tract 4825.02, Los Angeles, CA",854,52,373,51,481,64
14000US06037482503,6037482503,"Census Tract 4825.03, Los Angeles, CA",1019,70,358,80,661,96
14000US06037482521,6037482521,"Census Tract 4825.21, Los Angeles, CA",1451,109,989,122,462,137
14000US06037482522,6037482522,"Census Tract 4825.22, Los Angeles, CA",1516,78,876,101,640,97
14000US06037482600,6037482600,"Census Tract 4826, Los Angeles, CA",2338,112,1509,161,829,188
14000US06037482701,6037482701,"Census Tract 4827.01, Los Angeles, CA",1325,91,823,122,502,121
14000US06037482702,6037482702,"Census Tract 4827.02, Los Angeles, CA",802,46,579,67,223,70
14000US06037482800,6037482800,"Census Tract 4828, Los Angeles, CA",1341,65,902,111,439,99
14000US06037500100,6037500100,"Census Tract 5001, Los Angeles, CA",1493,140,1252,138,241,79
14000US06037500201,6037500201,"Census Tract 5002.01, Los Angeles, CA",2209,92,1904,147,305,124
14000US06037500202,6037500202,"Census Tract 5002.02, Los Angeles, CA",1460,64,1293,81,167,69
14000US06037500300,6037500300,"Census Tract 5003, Los Angeles, CA",1087,44,991,67,96,63
14000US06037500402,6037500402,"Census Tract 5004.02, Los Angeles, CA",1190,73,524,92,666,112
14000US06037500403,6037500403,"Census Tract 5004.03, Los Angeles, CA",1067,42,954,90,113,86
14000US06037500404,6037500404,"Census Tract 5004.04, Los Angeles, CA",1343,44,1030,107,313,102
14000US06037500500,6037500500,"Census Tract 5005, Los Angeles, CA",894,48,610,79,284,72
14000US06037500600,6037500600,"Census Tract 5006, Los Angeles, CA",1282,76,1026,101,256,89
14000US06037500700,6037500700,"Census Tract 5007, Los Angeles, CA",1794,57,1311,118,483,106
14000US06037500800,6037500800,"Census Tract 5008, Los Angeles, CA",1344,79,1009,119,335,111
14000US06037500900,6037500900,"Census Tract 5009, Los Angeles, CA",1665,72,902,110,763,105
14000US06037501001,6037501001,"Census Tract 5010.01, Los Angeles, CA",769,34,475,75,294,74
14000US06037501002,6037501002,"Census Tract 5010.02, Los Angeles, CA",1450,21,1114,116,336,110
14000US06037501200,6037501200,"Census Tract 5012, Los Angeles, CA",1470,67,1009,109,461,94
14000US06037501300,6037501300,"Census Tract 5013, Los Angeles, CA",2388,95,1354,195,1034,191
14000US06037501400,6037501400,"Census Tract 5014, Los Angeles, CA",1236,59,407,93,829,103
14000US06037501501,6037501501,"Census Tract 5015.01, Los Angeles, CA",845,23,700,49,145,46
14000US06037501503,6037501503,"Census Tract 5015.03, Los Angeles, CA",1864,105,467,88,1397,123
14000US06037501504,6037501504,"Census Tract 5015.04, Los Angeles, CA",1469,77,114,55,1355,87
14000US06037501600,6037501600,"Census Tract 5016, Los Angeles, CA",2275,45,1593,186,682,186
14000US06037501700,6037501700,"Census Tract 5017, Los Angeles, CA",1196,47,809,102,387,94
14000US06037501802,6037501802,"Census Tract 5018.02, Los Angeles, CA",1175,61,599,100,576,98
14000US06037501803,6037501803,"Census Tract 5018.03, Los Angeles, CA",1490,55,183,70,1307,79
14000US06037501804,6037501804,"Census Tract 5018.04, Los Angeles, CA",705,37,175,49,530,55
14000US06037501900,6037501900,"Census Tract 5019, Los Angeles, CA",1276,60,1095,117,181,86
14000US06037502003,6037502003,"Census Tract 5020.03, Los Angeles, CA",739,46,403,63,336,68
14000US06037502004,6037502004,"Census Tract 5020.04, Los Angeles, CA",992,26,638,63,354,62
14000US06037502005,6037502005,"Census Tract 5020.05, Los Angeles, CA",1293,32,738,113,555,110
14000US06037502100,6037502100,"Census Tract 5021, Los Angeles, CA",1593,49,1032,143,561,145
14000US06037502200,6037502200,"Census Tract 5022, Los Angeles, CA",1875,49,1318,116,557,110
14000US06037502301,6037502301,"Census Tract 5023.01, Los Angeles, CA",1409,22,1054,122,355,113
14000US06037502302,6037502302,"Census Tract 5023.02, Los Angeles, CA",745,37,287,57,458,59
14000US06037502401,6037502401,"Census Tract 5024.01, Los Angeles, CA",1277,57,971,99,306,97
14000US06037502402,6037502402,"Census Tract 5024.02, Los Angeles, CA",990,35,845,55,145,59
14000US06037502500,6037502500,"Census Tract 5025, Los Angeles, CA",1117,48,517,71,600,84
14000US06037502601,6037502601,"Census Tract 5026.01, Los Angeles, CA",1846,57,1518,130,328,128
14000US06037502602,6037502602,"Census Tract 5026.02, Los Angeles, CA",1339,62,566,96,773,109
14000US06037502700,6037502700,"Census Tract 5027, Los Angeles, CA",1866,87,1450,103,416,98
14000US06037502801,6037502801,"Census Tract 5028.01, Los Angeles, CA",1692,91,1403,101,289,81
14000US06037502802,6037502802,"Census Tract 5028.02, Los Angeles, CA",1281,75,428,81,853,89
14000US06037502901,6037502901,"Census Tract 5029.01, Los Angeles, CA",1444,24,1255,88,189,80
14000US06037502902,6037502902,"Census Tract 5029.02, Los Angeles, CA",975,36,441,66,534,66
14000US06037503000,6037503000,"Census Tract 5030, Los Angeles, CA",1232,103,659,127,573,119
14000US06037503103,6037503103,"Census Tract 5031.03, Los Angeles, CA",1129,59,826,89,303,83
14000US06037503104,6037503104,"Census Tract 5031.04, Los Angeles, CA",625,28,381,51,244,51
14000US06037503105,6037503105,"Census Tract 5031.05, Los Angeles, CA",1056,34,550,88,506,89
14000US06037503106,6037503106,"Census Tract 5031.06, Los Angeles, CA",1180,17,684,106,496,111
14000US06037503201,6037503201,"Census Tract 5032.01, Los Angeles, CA",1095,60,1069,65,26,29
14000US06037503202,6037503202,"Census Tract 5032.02, Los Angeles, CA",1293,43,767,126,526,119
14000US06037503301,6037503301,"Census Tract 5033.01, Los Angeles, CA",1004,40,880,79,124,73
14000US06037503302,6037503302,"Census Tract 5033.02, Los Angeles, CA",1849,82,1025,111,824,124
14000US06037503401,6037503401,"Census Tract 5034.01, Los Angeles, CA",2209,129,1536,171,673,183
14000US06037503402,6037503402,"Census Tract 5034.02, Los Angeles, CA",1342,72,1022,81,320,77
14000US06037503501,6037503501,"Census Tract 5035.01, Los Angeles, CA",2006,66,1251,116,755,133
14000US06037503502,6037503502,"Census Tract 5035.02, Los Angeles, CA",1211,54,945,92,266,96
14000US06037503601,6037503601,"Census Tract 5036.01, Los Angeles, CA",1215,35,1058,66,157,60
14000US06037503602,6037503602,"Census Tract 5036.02, Los Angeles, CA",1182,45,1046,85,136,76
