geoid,GEOID10,name,B25003001,"B25003001, Error",B25003002,"B25003002, Error",B25003003,"B25003003, Error"
14000US06037503701,6037503701,"Census Tract 5037.01, Los Angeles, CA",1707,26,1032,105,675,111
14000US06037503702,6037503702,"Census Tract 5037.02, Los Angeles, CA",1753,59,1206,116,547,117
14000US06037503703,6037503703,"Census Tract 5037.03, Los Angeles, CA",2920,108,1985,184,935,179
14000US06037503801,6037503801,"Census Tract 5038.01, Los Angeles, CA",1167,50,859,90,308,77
14000US06037503802,6037503802,"Census Tract 5038.02, Los Angeles, CA",1622,48,1369,89,253,82
14000US06037503901,6037503901,"Census Tract 5039.01, Los Angeles, CA",827,32,707,69,120,57
14000US06037503902,6037503902,"Census Tract 5039.02, Los Angeles, CA",1378,39,1134,97,244,92
14000US06037504001,6037504001,"Census Tract 5040.01, Los Angeles, CA",1087,71,803,87,284,73
14000US06037504002,6037504002,"Census Tract 5040.02, Los Angeles, CA",1482,71,1191,106,291,103
14000US06037504101,6037504101,"Census Tract 5041.01, Los Angeles, CA",1337,61,837,88,500,94
14000US06037504102,6037504102,"Census Tract 5041.02, Los Angeles, CA",9,13,0,12,9,13
14000US06037530003,6037530003,"Census Tract 5300.03, Los Angeles, CA",961,31,889,51,72,43
14000US06037530004,6037530004,"Census Tract 5300.04, Los Angeles, CA",1113,80,563,91,550,102
14000US06037530005,6037530005,"Census Tract 5300.05, Los Angeles, CA",1342,83,1085,103,257,83
14000US06037530006,6037530006,"Census Tract 5300.06, Los Angeles, CA",1442,69,241,52,1201,88
14000US06037530101,6037530101,"Census Tract 5301.01, Los Angeles, CA",1684,90,360,101,1324,128
14000US06037530102,6037530102,"Census Tract 5301.02, Los Angeles, CA",1632,79,661,128,971,126
14000US06037530202,6037530202,"Census Tract 5302.02, Los Angeles, CA",1206,72,817,106,389,103
14000US06037530203,6037530203,"Census Tract 5302.03, Los Angeles, CA",985,82,291,76,694,86
14000US06037530204,6037530204,"Census Tract 5302.04, Los Angeles, CA",1145,51,327,85,818,93
14000US06037530301,6037530301,"Census Tract 5303.01, Los Angeles, CA",639,24,225,45,414,49
14000US06037530302,6037530302,"Census Tract 5303.02, Los Angeles, CA",1897,50,873,143,1024,141
14000US06037530400,6037530400,"Census Tract 5304, Los Angeles, CA",1203,96,410,81,793,108
14000US06037530500,6037530500,"Census Tract 5305, Los Angeles, CA",1118,87,401,101,717,112
14000US06037530601,6037530601,"Census Tract 5306.01, Los Angeles, CA",851,48,429,64,422,60
14000US06037530602,6037530602,"Census Tract 5306.02, Los Angeles, CA",413,10,236,60,177,59
14000US06037530700,6037530700,"Census Tract 5307, Los Angeles, CA",547,35,236,49,311,56
14000US06037530801,6037530801,"Census Tract 5308.01, Los Angeles, CA",1466,81,561,122,905,133
14000US06037530802,6037530802,"Census Tract 5308.02, Los Angeles, CA",914,47,538,73,376,83
14000US06037530901,6037530901,"Census Tract 5309.01, Los Angeles, CA",903,41,241,59,662,58
14000US06037530902,6037530902,"Census Tract 5309.02, Los Angeles, CA",1060,82,404,92,656,125
14000US06037531000,6037531000,"Census Tract 5310, Los Angeles, CA",1284,89,528,121,756,120
14000US06037531101,6037531101,"Census Tract 5311.01, Los Angeles, CA",1241,64,390,106,851,119
14000US06037531102,6037531102,"Census Tract 5311.02, Los Angeles, CA",897,39,205,50,692,65
14000US06037531201,6037531201,"Census Tract 5312.01, Los Angeles, CA",1272,48,362,115,910,116
14000US06037531202,6037531202,"Census Tract 5312.02, Los Angeles, CA",1145,82,346,86,799,108
14000US06037531301,6037531301,"Census Tract 5313.01, Los Angeles, CA",1232,75,261,78,971,109
14000US06037531302,6037531302,"Census Tract 5313.02, Los Angeles, CA",1490,64,484,121,1006,137
14000US06037531502,6037531502,"Census Tract 5315.02, Los Angeles, CA",807,43,173,49,634,64
14000US06037531503,6037531503,"Census Tract 5315.03, Los Angeles, CA",737,46,110,39,627,59
14000US06037531504,6037531504,"Census Tract 5315.04, Los Angeles, CA",1052,68,380,133,672,141
14000US06037531602,6037531602,"Census Tract 5316.02, Los Angeles, CA",1195,54,263,81,932,97
14000US06037531603,6037531603,"Census Tract 5316.03, Los Angeles, CA",875,42,314,60,561,67
14000US06037531604,6037531604,"Census Tract 5316.04, Los Angeles, CA",926,33,258,56,668,62
14000US06037531701,6037531701,"Census Tract 5317.01, Los Angeles, CA",1357,87,362,101,995,124
14000US06037531702,6037531702,"Census Tract 5317.02, Los Angeles, CA",1345,59,369,112,976,133
14000US06037531800,6037531800,"Census Tract 5318, Los Angeles, CA",1278,82,481,128,797,133
14000US06037531901,6037531901,"Census Tract 5319.01, Los Angeles, CA",1662,83,530,92,1132,119
14000US06037531902,6037531902,"Census Tract 5319.02, Los Angeles, CA",1156,40,606,90,550,94
14000US06037532001,6037532001,"Census Tract 5320.01, Los Angeles, CA",1009,86,249,69,760,80
14000US06037532002,6037532002,"Census Tract 5320.02, Los Angeles, CA",936,40,386,70,550,67
14000US06037532101,6037532101,"Census Tract 5321.01, Los Angeles, CA",1774,70,488,98,1286,111
14000US06037532102,6037532102,"Census Tract 5321.02, Los Angeles, CA",1013,73,662,93,351,92
14000US06037532200,6037532200,"Census Tract 5322, Los Angeles, CA",1754,83,584,96,1170,116
14000US06037532302,6037532302,"Census Tract 5323.02, Los Angeles, CA",1130,60,567,93,563,97
14000US06037532303,6037532303,"Census Tract 5323.03, Los Angeles, CA",1339,63,708,104,631,92
14000US06037532304,6037532304,"Census Tract 5323.04, Los Angeles, CA",1090,76,385,67,705,103
14000US06037532400,6037532400,"Census Tract 5324, Los Angeles, CA",21,11,4,5,17,10
14000US06037532500,6037532500,"Census Tract 5325, Los Angeles, CA",1120,38,392,79,728,84
14000US06037532603,6037532603,"Census Tract 5326.03, Los Angeles, CA",759,29,211,54,548,63
14000US06037532604,6037532604,"Census Tract 5326.04, Los Angeles, CA",687,36,131,38,556,49
14000US06037532605,6037532605,"Census Tract 5326.05, Los Angeles, CA",1072,62,198,65,874,79
14000US06037532606,6037532606,"Census Tract 5326.06, Los Angeles, CA",1278,43,152,65,1126,73
14000US06037532700,6037532700,"Census Tract 5327, Los Angeles, CA",691,52,147,54,544,73
14000US06037532800,6037532800,"Census Tract 5328, Los Angeles, CA",1008,53,373,77,635,79
14000US06037532900,6037532900,"Census Tract 5329, Los Angeles, CA",1653,59,428,100,1225,108
14000US06037533001,6037533001,"Census Tract 5330.01, Los Angeles, CA",1044,71,306,86,738,101
14000US06037533002,6037533002,"Census Tract 5330.02, Los Angeles, CA",597,44,239,50,358,61
14000US06037533103,6037533103,"Census Tract 5331.03, Los Angeles, CA",815,36,95,39,720,55
14000US06037533104,6037533104,"Census Tract 5331.04, Los Angeles, CA",1266,52,129,58,1137,78
14000US06037533105,6037533105,"Census Tract 5331.05, Los Angeles, CA",647,32,91,53,556,61
14000US06037533106,6037533106,"Census Tract 5331.06, Los Angeles, CA",399,31,115,38,284,41
14000US06037533107,6037533107,"Census Tract 5331.07, Los Angeles, CA",935,55,128,38,807,60
14000US06037533201,6037533201,"Census Tract 5332.01, Los Angeles, CA",676,31,187,55,489,56
14000US06037533202,6037533202,"Census Tract 5332.02, Los Angeles, CA",648,27,237,64,411,65
14000US06037533203,6037533203,"Census Tract 5332.03, Los Angeles, CA",415,27,121,45,294,44
14000US06037533300,6037533300,"Census Tract 5333, Los Angeles, CA",868,45,150,52,718,71
14000US06037533401,6037533401,"Census Tract 5334.01, Los Angeles, CA",1218,50,475,100,743,97
14000US06037533402,6037533402,"Census Tract 5334.02, Los Angeles, CA",1062,46,248,71,814,83
14000US06037533403,6037533403,"Census Tract 5334.03, Los Angeles, CA",742,38,210,46,532,47
14000US06037533501,6037533501,"Census Tract 5335.01, Los Angeles, CA",723,40,228,62,495,62
14000US06037533502,6037533502,"Census Tract 5335.02, Los Angeles, CA",483,26,230,35,253,44
14000US06037533503,6037533503,"Census Tract 5335.03, Los Angeles, CA",468,24,165,38,303,43
14000US06037533601,6037533601,"Census Tract 5336.01, Los Angeles, CA",1119,56,187,83,932,94
14000US06037533602,6037533602,"Census Tract 5336.02, Los Angeles, CA",1406,60,365,91,1041,108
14000US06037533603,6037533603,"Census Tract 5336.03, Los Angeles, CA",1783,80,495,109,1288,121
14000US06037533701,6037533701,"Census Tract 5337.01, Los Angeles, CA",900,61,200,52,700,77
14000US06037533702,6037533702,"Census Tract 5337.02, Los Angeles, CA",868,39,188,43,680,55
14000US06037533703,6037533703,"Census Tract 5337.03, Los Angeles, CA",1037,57,276,89,761,105
14000US06037533803,6037533803,"Census Tract 5338.03, Los Angeles, CA",1600,84,492,93,1108,116
14000US06037533804,6037533804,"Census Tract 5338.04, Los Angeles, CA",1193,65,482,110,711,120
14000US06037533805,6037533805,"Census Tract 5338.05, Los Angeles, CA",924,53,353,75,571,81
14000US06037533806,6037533806,"Census Tract 5338.06, Los Angeles, CA",947,80,294,76,653,95
14000US06037533901,6037533901,"Census Tract 5339.01, Los Angeles, CA",1453,49,311,75,1142,92
14000US06037533902,6037533902,"Census Tract 5339.02, Los Angeles, CA",958,37,212,49,746,55
14000US06037534001,6037534001,"Census Tract 5340.01, Los Angeles, CA",1267,61,225,78,1042,100
14000US06037534002,6037534002,"Census Tract 5340.02, Los Angeles, CA",1008,41,347,67,661,76
14000US06037534101,6037534101,"Census Tract 5341.01, Los Angeles, CA",505,36,137,37,368,49
14000US06037534102,6037534102,"Census Tract 5341.02, Los Angeles, CA",1463,60,154,58,1309,69
14000US06037534201,6037534201,"Census Tract 5342.01, Los Angeles, CA",1027,33,283,61,744,68
14000US06037534202,6037534202,"Census Tract 5342.02, Los Angeles, CA",1279,59,243,99,1036,105
14000US06037534203,6037534203,"Census Tract 5342.03, Los Angeles, CA",863,41,185,60,678,74
14000US06037534301,6037534301,"Census Tract 5343.01, Los Angeles, CA",1136,56,154,55,982,79
14000US06037534302,6037534302,"Census Tract 5343.02, Los Angeles, CA",834,34,157,44,677,49
14000US06037534403,6037534403,"Census Tract 5344.03, Los Angeles, CA",714,39,92,42,622,54
14000US06037534404,6037534404,"Census Tract 5344.04, Los Angeles, CA",976,37,198,61,778,63
14000US06037534405,6037534405,"Census Tract 5344.05, Los Angeles, CA",962,56,102,47,860,76
14000US06037534406,6037534406,"Census Tract 5344.06, Los Angeles, CA",1068,54,68,45,1000,67
14000US06037534501,6037534501,"Census Tract 5345.01, Los Angeles, CA",1239,61,510,107,729,117
14000US06037534502,6037534502,"Census Tract 5345.02, Los Angeles, CA",988,55,661,94,327,90
14000US06037534700,6037534700,"Census Tract 5347, Los Angeles, CA",1008,16,742,65,266,67
14000US06037534802,6037534802,"Census Tract 5348.02, Los Angeles, CA",705,27,403,61,302,65
14000US06037534803,6037534803,"Census Tract 5348.03, Los Angeles, CA",1177,47,510,100,667,106
14000US06037534804,6037534804,"Census Tract 5348.04, Los Angeles, CA",885,51,431,72,454,77
14000US06037534900,6037534900,"Census Tract 5349, Los Angeles, CA",1476,66,655,135,821,127
14000US06037535001,6037535001,"Census Tract 5350.01, Los Angeles, CA",1019,57,378,79,641,91
14000US06037535002,6037535002,"Census Tract 5350.02, Los Angeles, CA",842,18,317,63,525,62
14000US06037535101,6037535101,"Census Tract 5351.01, Los Angeles, CA",1795,63,593,116,1202,119
14000US06037535102,6037535102,"Census Tract 5351.02, Los Angeles, CA",1043,62,510,96,533,103
14000US06037535200,6037535200,"Census Tract 5352, Los Angeles, CA",1263,74,562,87,701,116
14000US06037535300,6037535300,"Census Tract 5353, Los Angeles, CA",1428,75,705,104,723,110
14000US06037535400,6037535400,"Census Tract 5354, Los Angeles, CA",771,32,205,63,566,67
14000US06037535501,6037535501,"Census Tract 5355.01, Los Angeles, CA",1017,31,191,54,826,62
14000US06037535502,6037535502,"Census Tract 5355.02, Los Angeles, CA",1246,43,398,102,848,108
14000US06037535503,6037535503,"Census Tract 5355.03, Los Angeles, CA",643,31,231,55,412,49
14000US06037535603,6037535603,"Census Tract 5356.03, Los Angeles, CA",1019,37,373,63,646,69
14000US06037535604,6037535604,"Census Tract 5356.04, Los Angeles, CA",1020,39,367,57,653,64
14000US06037535605,6037535605,"Census Tract 5356.05, Los Angeles, CA",1122,30,259,74,863,76
14000US06037535606,6037535606,"Census Tract 5356.06, Los Angeles, CA",451,38,145,43,306,54
14000US06037535607,6037535607,"Census Tract 5356.07, Los Angeles, CA",1090,44,648,98,442,100
14000US06037535701,6037535701,"Census Tract 5357.01, Los Angeles, CA",1420,86,540,97,880,103
14000US06037535702,6037535702,"Census Tract 5357.02, Los Angeles, CA",1439,50,477,110,962,108
14000US06037535802,6037535802,"Census Tract 5358.02, Los Angeles, CA",1609,70,862,110,747,115
14000US06037535803,6037535803,"Census Tract 5358.03, Los Angeles, CA",1121,31,303,86,818,90
14000US06037535804,6037535804,"Census Tract 5358.04, Los Angeles, CA",1346,67,470,93,876,110
14000US06037535901,6037535901,"Census Tract 5359.01, Los Angeles, CA",1448,52,717,115,731,118
14000US06037535902,6037535902,"Census Tract 5359.02, Los Angeles, CA",1578,57,1091,127,487,129
14000US06037536000,6037536000,"Census Tract 5360, Los Angeles, CA",1008,34,229,60,779,64
14000US06037536102,6037536102,"Census Tract 5361.02, Los Angeles, CA",1036,61,731,121,305,100
14000US06037536103,6037536103,"Census Tract 5361.03, Los Angeles, CA",1481,46,775,114,706,111
14000US06037536104,6037536104,"Census Tract 5361.04, Los Angeles, CA",1032,40,425,74,607,76
14000US06037536200,6037536200,"Census Tract 5362, Los Angeles, CA",1945,79,1083,128,862,147
14000US06037540000,6037540000,"Census Tract 5400, Los Angeles, CA",1587,45,553,122,1034,131
14000US06037540101,6037540101,"Census Tract 5401.01, Los Angeles, CA",1475,49,1077,110,398,101
14000US06037540102,6037540102,"Census Tract 5401.02, Los Angeles, CA",1562,57,988,127,574,115
14000US06037540201,6037540201,"Census Tract 5402.01, Los Angeles, CA",591,20,103,30,488,34
14000US06037540202,6037540202,"Census Tract 5402.02, Los Angeles, CA",1601,61,333,78,1268,93
14000US06037540203,6037540203,"Census Tract 5402.03, Los Angeles, CA",1282,62,414,82,868,101
14000US06037540300,6037540300,"Census Tract 5403, Los Angeles, CA",1172,49,649,93,523,92
14000US06037540400,6037540400,"Census Tract 5404, Los Angeles, CA",442,27,227,59,215,61
14000US06037540501,6037540501,"Census Tract 5405.01, Los Angeles, CA",1053,51,606,78,447,94
14000US06037540502,6037540502,"Census Tract 5405.02, Los Angeles, CA",1454,75,204,69,1250,94
14000US06037540600,6037540600,"Census Tract 5406, Los Angeles, CA",1130,72,356,100,774,117
14000US06037540700,6037540700,"Census Tract 5407, Los Angeles, CA",810,52,409,84,401,90
14000US06037540800,6037540800,"Census Tract 5408, Los Angeles, CA",1514,162,1031,149,483,133
14000US06037540901,6037540901,"Census Tract 5409.01, Los Angeles, CA",1201,76,717,135,484,150
14000US06037540902,6037540902,"Census Tract 5409.02, Los Angeles, CA",1487,61,922,128,565,127
14000US06037541001,6037541001,"Census Tract 5410.01, Los Angeles, CA",365,24,305,38,60,33
14000US06037541002,6037541002,"Census Tract 5410.02, Los Angeles, CA",982,54,830,78,152,71
14000US06037541100,6037541100,"Census Tract 5411, Los Angeles, CA",918,40,630,76,288,70
14000US06037541200,6037541200,"Census Tract 5412, Los Angeles, CA",1853,99,1340,159,513,153
14000US06037541300,6037541300,"Census Tract 5413, Los Angeles, CA",1473,62,1034,117,439,116
14000US06037541400,6037541400,"Census Tract 5414, Los Angeles, CA",1696,84,775,155,921,154
14000US06037541500,6037541500,"Census Tract 5415, Los Angeles, CA",1349,57,436,108,913,118
14000US06037541603,6037541603,"Census Tract 5416.03, Los Angeles, CA",676,30,262,49,414,53
14000US06037541604,6037541604,"Census Tract 5416.04, Los Angeles, CA",1453,72,441,101,1012,112
14000US06037541605,6037541605,"Census Tract 5416.05, Los Angeles, CA",1289,68,503,103,786,101
14000US06037541606,6037541606,"Census Tract 5416.06, Los Angeles, CA",611,23,181,42,430,45
14000US06037541700,6037541700,"Census Tract 5417, Los Angeles, CA",1396,42,1000,105,396,102
14000US06037541801,6037541801,"Census Tract 5418.01, Los Angeles, CA",1322,45,572,114,750,122
14000US06037541802,6037541802,"Census Tract 5418.02, Los Angeles, CA",1150,36,767,82,383,80
14000US06037542000,6037542000,"Census Tract 5420, Los Angeles, CA",1141,84,722,115,419,110
14000US06037542103,6037542103,"Census Tract 5421.03, Los Angeles, CA",847,41,448,63,399,69
14000US06037542104,6037542104,"Census Tract 5421.04, Los Angeles, CA",706,40,429,52,277,52
14000US06037542105,6037542105,"Census Tract 5421.05, Los Angeles, CA",1095,50,395,89,700,101
14000US06037542106,6037542106,"Census Tract 5421.06, Los Angeles, CA",777,46,305,72,472,71
14000US06037542200,6037542200,"Census Tract 5422, Los Angeles, CA",1576,68,998,141,578,141
14000US06037542401,6037542401,"Census Tract 5424.01, Los Angeles, CA",1223,67,789,111,434,91
14000US06037542402,6037542402,"Census Tract 5424.02, Los Angeles, CA",758,44,538,75,220,69
14000US06037542501,6037542501,"Census Tract 5425.01, Los Angeles, CA",1167,66,623,121,544,117
14000US06037542502,6037542502,"Census Tract 5425.02, Los Angeles, CA",1303,64,380,88,923,103
14000US06037542601,6037542601,"Census Tract 5426.01, Los Angeles, CA",677,37,177,50,500,63
14000US06037542602,6037542602,"Census Tract 5426.02, Los Angeles, CA",1421,87,580,107,841,112
14000US06037542700,6037542700,"Census Tract 5427, Los Angeles, CA",1345,59,837,111,508,111
14000US06037542800,6037542800,"Census Tract 5428, Los Angeles, CA",899,47,739,72,160,63
14000US06037542900,6037542900,"Census Tract 5429, Los Angeles, CA",737,35,437,57,300,58
14000US06037543000,6037543000,"Census Tract 5430, Los Angeles, CA",1168,75,774,116,394,114
14000US06037543100,6037543100,"Census Tract 5431, Los Angeles, CA",1765,84,1257,158,508,153
14000US06037543201,6037543201,"Census Tract 5432.01, Los Angeles, CA",908,67,549,88,359,75
14000US06037543202,6037543202,"Census Tract 5432.02, Los Angeles, CA",1160,60,548,88,612,85
14000US06037543304,6037543304,"Census Tract 5433.04, Los Angeles, CA",1946,86,1746,143,200,115
