,GEOID10,med_hh_inc,total,own_occu
2278,06037553100,69091.0,1896.0,879.0
2279,06037553200,86314.0,1954.0,1394.0
2280,06037553300,49950.0,989.0,748.0
2281,06037553400,70662.0,938.0,585.0
2282,06037553502,66159.0,1195.0,502.0
2283,06037553503,53615.0,751.0,251.0
2284,06037553504,61250.0,1362.0,716.0
2285,06037553901,76116.0,1619.0,860.0
2286,06037553902,53859.0,1539.0,588.0
2287,06037554001,59125.0,1060.0,706.0
2288,06037554002,55063.0,1681.0,553.0
2289,06037554101,47618.0,997.0,349.0
2290,06037554103,82216.0,431.0,279.0
2291,06037554104,67159.0,737.0,183.0
2292,06037554105,46121.0,1444.0,85.0
2293,06037554201,83229.0,1172.0,670.0
2294,06037554203,46053.0,1222.0,427.0
2295,06037554204,39878.0,1671.0,267.0
2296,06037554301,63375.0,1020.0,433.0
2297,06037554302,55075.0,1223.0,396.0
2298,06037554403,49413.0,1713.0,421.0
2299,06037554404,56335.0,1297.0,263.0
2300,06037554405,56641.0,1113.0,233.0
2301,06037554406,68839.0,1620.0,840.0
2302,06037570204,48947.0,1198.0,350.0
2303,06037533806,41510.0,947.0,294.0
2304,06037534102,39384.0,1463.0,154.0
2305,06037534201,43586.0,1027.0,283.0
2306,06037534202,32083.0,1279.0,243.0
2307,06037534301,50943.0,1136.0,154.0
2308,06037534302,49833.0,834.0,157.0
2309,06037534404,42841.0,976.0,198.0
2310,06037534405,45875.0,962.0,102.0
2311,06037534406,45500.0,1068.0,68.0
2312,06037536000,49773.0,1008.0,229.0
2313,06037536102,58594.0,1036.0,731.0
2314,06037536103,59933.0,1481.0,775.0
2315,06037536104,49444.0,1032.0,425.0
2316,06037536200,59449.0,1945.0,1083.0
2317,06037540000,59330.0,1587.0,553.0
2318,06037540101,81494.0,1475.0,1077.0
2319,06037541802,56557.0,1150.0,767.0
2320,06037542104,66389.0,706.0,429.0
2321,06037542106,51496.0,777.0,305.0
2322,06037551600,,0.0,0.0
2323,06037553601,48333.0,1274.0,403.0
2324,06037553602,66069.0,1375.0,456.0
2325,06037553701,51629.0,899.0,368.0
2326,06037553702,54179.0,1090.0,609.0
2327,06037553801,56842.0,1080.0,244.0
2328,06037553802,41962.0,2023.0,826.0
2329,06037570202,58681.0,1609.0,1096.0
2330,06037570203,43937.0,1205.0,182.0
2331,06037570301,39361.0,2255.0,561.0
2332,06037570501,61224.0,2086.0,1176.0
2333,06037570502,66364.0,1824.0,945.0
2334,06037501802,68783.0,1175.0,599.0
2335,06037501803,39885.0,1490.0,183.0
2336,06037501804,50134.0,705.0,175.0
2337,06037502003,68698.0,739.0,403.0
2338,06037502004,66563.0,992.0,638.0
2339,06037502005,62279.0,1293.0,738.0
2340,06037502301,67238.0,1409.0,1054.0
2341,06037502302,56750.0,745.0,287.0
2342,06037502601,77170.0,1846.0,1518.0
2343,06037502602,56688.0,1339.0,566.0
2344,06037502700,77065.0,1866.0,1450.0
2345,06037502801,85160.0,1692.0,1403.0
2346,06037502802,47350.0,1281.0,428.0
2347,06037502901,94375.0,1444.0,1255.0
2348,06037502902,48750.0,975.0,441.0
2349,06037503000,59671.0,1232.0,659.0
2350,06037503103,77795.0,1129.0,826.0
2351,06037503104,62974.0,625.0,381.0
2352,06037503105,73611.0,1056.0,550.0
2353,06037503202,68107.0,1293.0,767.0
2354,06037504101,64623.0,1337.0,837.0
2355,06037504102,,9.0,0.0
2356,06037550000,86806.0,149.0,126.0
2357,06037550100,71875.0,1850.0,1468.0
2358,06037550201,67750.0,769.0,459.0
2359,06037550202,82009.0,1453.0,1149.0
2360,06037550300,79676.0,2047.0,1302.0
2361,06037550400,78393.0,371.0,351.0
2362,06037550500,86674.0,2337.0,1505.0
2363,06037551900,71512.0,1416.0,1032.0
2364,06037552001,86818.0,982.0,680.0
2365,06037552002,68600.0,918.0,439.0
2366,06037552100,61314.0,1856.0,1150.0
2367,06037552200,48077.0,1646.0,367.0
2368,06037552301,88205.0,1224.0,756.0
2369,06037552302,66278.0,1243.0,632.0
2370,06037552400,65391.0,569.0,436.0
2371,06037552601,72982.0,1178.0,844.0
2372,06037552602,57454.0,1101.0,712.0
2373,06037552700,71717.0,1702.0,1289.0
2374,06037552800,77917.0,1627.0,1013.0
2375,06037552900,62757.0,1925.0,1062.0
2376,06037553000,87205.0,1249.0,994.0
2377,06037554511,99097.0,1191.0,942.0
2378,06037554512,120176.0,1983.0,1589.0
2379,06037554513,97604.0,821.0,586.0
2380,06037554514,91250.0,1444.0,962.0
2381,06037554521,81793.0,1903.0,1225.0
2382,06037554600,76350.0,1251.0,644.0
2383,06037554700,78152.0,976.0,681.0
2384,06037554801,51896.0,727.0,404.0
2385,06037554802,73594.0,1628.0,786.0
2386,06059001902,,,
2387,06059001903,,,
2388,06059011101,,,
2389,06059086701,,,
2390,06059086702,,,
2391,06059087102,,,
2392,06059087103,,,
2393,06059088301,,,
2394,06059088902,,,
2395,06059001801,,,
2396,06059001802,,,
2397,06059001901,,,
2398,06059086801,,,
2399,06059086802,,,
2400,06059086803,,,
2401,06059086901,,,
2402,06059086902,,,
2403,06059086903,,,
2404,06059087001,,,
2405,06059087002,,,
2406,06059087101,,,
2407,06059087701,,,
2408,06059087703,,,
2409,06059087704,,,
2410,06059087801,,,
2411,06059087802,,,
2412,06059087803,,,
2413,06059087805,,,
2414,06059087806,,,
2415,06059087901,,,
2416,06059087902,,,
2417,06059088001,,,
2418,06059088002,,,
2419,06059088101,,,
2420,06059088104,,,
2421,06059088105,,,
2422,06059088106,,,
2423,06059088107,,,
2424,06059088201,,,
2425,06059088202,,,
2426,06059088203,,,
2427,06059088701,,,
2428,06059088702,,,
2429,06059088801,,,
2430,06059088802,,,
2431,06059099801,,,
2432,06059099902,,,
2433,06059099903,,,
2434,06059099904,,,
2435,06059110003,,,
2436,06059110004,,,
2437,06059110010,,,
2438,06059110011,,,
2439,06059110201,,,
2440,06059110202,,,
2441,06059110203,,,
2442,06059110302,,,
2443,06059110303,,,
2444,06059110401,,,
2445,06059110402,,,
2446,06059110500,,,
2447,06059110603,,,
2448,06059011102,,,
2449,06059011601,,,
2450,06059011602,,,
2451,06059011720,,,
2452,06059011722,,,
2453,06059075301,,,
2454,06059075302,,,
2455,06059075303,,,
2456,06059075401,,,
2457,06059076000,,,
2458,06059076101,,,
2459,06059076102,,,
2460,06059076103,,,
2461,06059076204,,,
2462,06059086301,,,
2463,06059086303,,,
2464,06059086304,,,
2465,06059086305,,,
2466,06059086306,,,
2467,06059086402,,,
2468,06059086404,,,
2469,06059086405,,,
2470,06059086406,,,
2471,06059086501,,,
2472,06059086502,,,
2473,06059086601,,,
2474,06059086602,,,
2475,06059087105,,,
2476,06059087106,,,
2477,06059087200,,,
2478,06059087300,,,
2479,06059087401,,,
2480,06059087403,,,
2481,06059087404,,,
2482,06059087405,,,
2483,06059087503,,,
2484,06059087504,,,
2485,06059087505,,,
2486,06059087601,,,
2487,06059087602,,,
2488,06059088302,,,
2489,06059088401,,,
2490,06059088402,,,
2491,06059088403,,,
2492,06059088501,,,
2493,06059088502,,,
2494,06059088601,,,
2495,06059088602,,,
2496,06059089003,,,
2497,06059089102,,,
2498,06059089106,,,
2499,06059089107,,,
2500,06059980000,,,
2501,06059001103,,,
2502,06059001201,,,
2503,06059001202,,,
2504,06059001303,,,
2505,06059001304,,,
2506,06059001704,,,
2507,06059001708,,,
2508,06059011000,,,
2509,06037500201,114831.0,2209.0,1904.0
2510,06037500202,133125.0,1460.0,1293.0
2511,06037501700,101579.0,1196.0,809.0
2512,06037501900,96591.0,1276.0,1095.0
2513,06037503106,68255.0,1180.0,684.0
2514,06037503201,97277.0,1095.0,1069.0
2515,06037503301,98929.0,1004.0,880.0
2516,06037503302,78617.0,1849.0,1025.0
2517,06037503401,100498.0,2209.0,1536.0
2518,06037503402,104069.0,1342.0,1022.0
2519,06037503501,61535.0,2006.0,1251.0
2520,06037503502,90125.0,1211.0,945.0
2521,06037503601,93750.0,1215.0,1058.0
2522,06037503602,110278.0,1182.0,1046.0
2523,06037503701,69981.0,1707.0,1032.0
2524,06037503702,79886.0,1753.0,1206.0
2525,06037503703,86250.0,2920.0,1985.0
2526,06037503801,92772.0,1167.0,859.0
2527,06037503802,102711.0,1622.0,1369.0
2528,06037503901,107361.0,827.0,707.0
2529,06037503902,106125.0,1378.0,1134.0
2530,06037504001,95347.0,1087.0,803.0
2531,06037504002,105833.0,1482.0,1191.0
2532,06059001101,,,
2533,06059001102,,,
2534,06059001301,,,
2535,06059001707,,,
2536,06059110604,,,
2537,06059110605,,,
2538,06059110606,,,
2539,06059110607,,,
2540,06037408703,124643.0,1928.0,1670.0
2541,06037408722,90962.0,1174.0,867.0
2542,06037500100,123021.0,1493.0,1252.0
2543,06059001401,,,
2544,06059001402,,,
2545,06059001403,,,
2546,06059001404,,,
2547,06059001501,,,
2548,06059001503,,,
2549,06059001504,,,
2550,06059001505,,,
2551,06059001506,,,
2552,06059001507,,,
2553,06059001601,,,
2554,06059001602,,,
2555,06059001705,,,
2556,06059001706,,,
2557,06059011200,,,
2558,06059011300,,,
2559,06059011401,,,
2560,06059011402,,,
2561,06059011403,,,
2562,06059011502,,,
2563,06059011503,,,
2564,06059011504,,,
2565,06059011707,,,
2566,06059011708,,,
2567,06059011709,,,
2568,06059011710,,,
2569,06059011711,,,
2570,06059011712,,,
2571,06059011721,,,
2572,06059021814,,,
2573,06037480903,67039.0,1003.0,367.0
2574,06037481605,55948.0,1076.0,386.0
2575,06037481711,45554.0,1383.0,333.0
2576,06037481712,49837.0,1683.0,597.0
2577,06037481713,63563.0,879.0,286.0
2578,06037481714,42604.0,908.0,250.0
2579,06037481800,94531.0,898.0,737.0
2580,06037481901,94943.0,1967.0,1377.0
2581,06037481902,56836.0,1139.0,571.0
2582,06037482002,66103.0,2500.0,1318.0
2583,06037482101,61667.0,1484.0,809.0
2584,06037482102,87000.0,914.0,735.0
2585,06037482201,46768.0,1265.0,513.0
2586,06037482202,57361.0,1557.0,627.0
2587,06037482600,70417.0,2338.0,1509.0
2588,06037482701,74148.0,1325.0,823.0
2589,06037482702,82917.0,802.0,579.0
2590,06037482800,71401.0,1341.0,902.0
2591,06037530006,65550.0,1442.0,241.0
2592,06037530102,44400.0,1632.0,661.0
2593,06037530202,72045.0,1206.0,817.0
2594,06037530203,46385.0,985.0,291.0
2595,06037530204,59940.0,1145.0,327.0
2596,06037530301,49018.0,639.0,225.0
2597,06037530302,52906.0,1897.0,873.0
2598,06037530400,41686.0,1203.0,410.0
2599,06037531701,42899.0,1357.0,362.0
2600,06037531800,48859.0,1278.0,481.0
2601,06037531901,43944.0,1662.0,530.0
2602,06037531902,63235.0,1156.0,606.0
2603,06037532001,36458.0,1009.0,249.0
2604,06037532002,47708.0,936.0,386.0
2605,06037532102,74425.0,1013.0,662.0
2606,06037532200,52585.0,1754.0,584.0
2607,06037532303,55810.0,1339.0,708.0
2608,06037532304,44113.0,1090.0,385.0
2609,06037533901,47823.0,1453.0,311.0
2610,06037201402,55352.0,1450.0,980.0
2611,06037201601,55795.0,713.0,399.0
2612,06037201700,64769.0,1366.0,741.0
2613,06037482001,90179.0,1029.0,806.0
2614,06037530500,44750.0,1118.0,401.0
2615,06037530601,51719.0,851.0,429.0
2616,06037530602,84750.0,413.0,236.0
2617,06037530700,55855.0,547.0,236.0
2618,06037530801,47885.0,1466.0,561.0
2619,06037530802,60433.0,914.0,538.0
2620,06037530901,52356.0,903.0,241.0
2621,06037530902,44722.0,1060.0,404.0
2622,06037531000,41615.0,1284.0,528.0
2623,06037531101,44699.0,1241.0,390.0
2624,06037531102,33512.0,897.0,205.0
2625,06037531201,50455.0,1272.0,362.0
2626,06037531202,48344.0,1145.0,346.0
2627,06037531301,40385.0,1232.0,261.0
2628,06037531302,41065.0,1490.0,484.0
2629,06037531502,45404.0,807.0,173.0
2630,06037531503,44736.0,737.0,110.0
2631,06037531504,48167.0,1052.0,380.0
2632,06037531602,31681.0,1195.0,263.0
2633,06037531603,45972.0,875.0,314.0
2634,06037531604,41652.0,926.0,258.0
2635,06037531702,54470.0,1345.0,369.0
2636,06037532302,49219.0,1130.0,567.0
2637,06037533401,58214.0,1218.0,475.0
2638,06037533403,45217.0,742.0,210.0
2639,06037533503,53542.0,468.0,165.0
2640,06037533701,36845.0,900.0,200.0
2641,06037533702,43214.0,868.0,188.0
2642,06037533703,58344.0,1037.0,276.0
2643,06037533803,44075.0,1600.0,492.0
2644,06037533804,39688.0,1193.0,482.0
2645,06037533805,52143.0,924.0,353.0
2646,06037534101,34792.0,505.0,137.0
2647,06037433101,45000.0,668.0,412.0
2648,06037433102,46800.0,1292.0,474.0
2649,06037433200,50570.0,1699.0,712.0
2650,06037433401,49115.0,775.0,325.0
2651,06037433402,48547.0,1197.0,445.0
2652,06037433501,36703.0,572.0,190.0
2653,06037433503,60080.0,723.0,263.0
2654,06037433504,36811.0,1025.0,234.0
2655,06037433601,66174.0,1287.0,661.0
2656,06037433602,52464.0,801.0,374.0
2657,06037433700,60724.0,889.0,563.0
2658,06037433801,49720.0,1415.0,497.0
2659,06037433802,71645.0,941.0,758.0
2660,06037434004,64443.0,713.0,355.0
2661,06037482301,41266.0,1327.0,433.0
2662,06037482303,54177.0,1552.0,534.0
2663,06037482304,33940.0,847.0,223.0
2664,06037482401,49295.0,973.0,399.0
2665,06037482402,53901.0,2239.0,1115.0
2666,06037482502,57045.0,854.0,373.0
2667,06037482503,62675.0,1019.0,358.0
2668,06037482521,67295.0,1451.0,989.0
2669,06037482522,65786.0,1516.0,876.0
2670,06037500300,102875.0,1087.0,991.0
2671,06037500402,54375.0,1190.0,524.0
2672,06037500403,82169.0,1067.0,954.0
2673,06037500404,71654.0,1343.0,1030.0
2674,06037500500,53500.0,894.0,610.0
2675,06037500600,56920.0,1282.0,1026.0
2676,06037500700,79872.0,1794.0,1311.0
2677,06037500800,66116.0,1344.0,1009.0
2678,06037500900,55446.0,1665.0,902.0
2679,06037501001,76067.0,769.0,475.0
2680,06037501002,100217.0,1450.0,1114.0
2681,06037501200,96071.0,1470.0,1009.0
2682,06037501300,76027.0,2388.0,1354.0
2683,06037501400,43929.0,1236.0,407.0
2684,06037501501,102292.0,845.0,700.0
2685,06037501503,66053.0,1864.0,467.0
2686,06037501504,35601.0,1469.0,114.0
2687,06037502100,66808.0,1593.0,1032.0
2688,06037502200,68882.0,1875.0,1318.0
2689,06037502401,71159.0,1277.0,971.0
2690,06037502402,80208.0,990.0,845.0
2691,06037502500,63098.0,1117.0,517.0
2692,06037530003,101563.0,961.0,889.0
2693,06037530004,58203.0,1113.0,563.0
2694,06037530005,88750.0,1342.0,1085.0
2695,06037530101,42056.0,1684.0,360.0
2696,06037532101,50313.0,1774.0,488.0
2697,06037461300,82847.0,2464.0,1396.0
2698,06037461400,60435.0,1280.0,503.0
2699,06037461501,83387.0,1288.0,638.0
2700,06037461502,62769.0,1675.0,604.0
2701,06037461600,71250.0,1786.0,704.0
2702,06037461901,52000.0,1670.0,234.0
2703,06037461902,31164.0,1191.0,102.0
2704,06037462001,61964.0,1154.0,276.0
2705,06037462002,30982.0,1162.0,243.0
2706,06037462100,61417.0,1862.0,661.0
2707,06037462201,40038.0,1935.0,114.0
2708,06037462202,64388.0,1351.0,204.0
2709,06037462301,57898.0,1909.0,325.0
2710,06037462302,68102.0,1525.0,300.0
2711,06037462400,91116.0,1605.0,888.0
2712,06037462600,148393.0,845.0,697.0
2713,06037462700,80294.0,2118.0,748.0
2714,06037463500,95339.0,2568.0,782.0
2715,06037463601,81782.0,3213.0,821.0
2716,06037463602,83065.0,2887.0,419.0
2717,06037463700,136389.0,1608.0,620.0
2718,06037463900,104260.0,1529.0,832.0
2719,06037464000,107438.0,2521.0,1554.0
2720,06037464100,168438.0,2392.0,2087.0
2721,06037480201,113393.0,1245.0,1093.0
2722,06037480302,75326.0,1820.0,698.0
2723,06037480303,51667.0,1428.0,354.0
2724,06037480304,50280.0,1895.0,233.0
2725,06037480400,66389.0,2218.0,918.0
2726,06037480500,120521.0,2033.0,1292.0
2727,06037480704,82159.0,1786.0,600.0
2728,06037480802,68145.0,1016.0,688.0
2729,06037480803,76156.0,1285.0,717.0
2730,06037480804,66625.0,1709.0,411.0
2731,06037480901,57802.0,1675.0,432.0
2732,06037480902,50127.0,1294.0,230.0
2733,06037481001,51591.0,1578.0,568.0
2734,06037481002,60275.0,2079.0,721.0
2735,06037481500,69452.0,1531.0,1074.0
2736,06037481603,56159.0,1216.0,547.0
2737,06037481604,58137.0,1348.0,454.0
2738,06037481606,54762.0,1596.0,415.0
2739,06037181500,98250.0,1428.0,1035.0
2740,06037183101,54548.0,1343.0,693.0
2741,06037183103,61719.0,1503.0,280.0
2742,06037183104,92806.0,767.0,521.0
2743,06037183220,63899.0,1205.0,543.0
2744,06037183221,60048.0,1083.0,455.0
2745,06037183620,55909.0,994.0,468.0
2746,06037183701,48654.0,1338.0,501.0
2747,06037183702,62778.0,1054.0,462.0
2748,06037201110,67059.0,704.0,461.0
2749,06037201120,68667.0,1288.0,448.0
2750,06037201200,46976.0,757.0,337.0
2751,06037201301,59955.0,1109.0,552.0
2752,06037201302,91250.0,1885.0,1188.0
2753,06037201401,51212.0,1374.0,644.0
2754,06037201501,60088.0,1514.0,625.0
2755,06037201503,51433.0,965.0,282.0
2756,06037201504,53750.0,631.0,345.0
2757,06037201602,55909.0,828.0,465.0
2758,06037460800,212639.0,1195.0,1144.0
2759,06037460900,79101.0,2002.0,1155.0
2760,06037461700,123854.0,659.0,545.0
2761,06037463800,158438.0,1599.0,1381.0
2762,06037480600,92837.0,3237.0,1046.0
2763,06037480702,153487.0,1563.0,1073.0
2764,06037480703,122188.0,1208.0,648.0
2765,06037430501,120469.0,1666.0,1348.0
2766,06037430502,81866.0,2998.0,1530.0
2767,06037430600,148750.0,1433.0,1229.0
2768,06037430701,92500.0,1912.0,1203.0
2769,06037430721,93114.0,1322.0,628.0
2770,06037430723,75891.0,1629.0,579.0
2771,06037430724,69215.0,1895.0,428.0
2772,06037431501,64244.0,1666.0,981.0
2773,06037431600,107386.0,1299.0,1003.0
2774,06037431700,108106.0,2046.0,1540.0
2775,06037431800,73548.0,1853.0,1009.0
2776,06037431900,61146.0,1458.0,604.0
2777,06037432000,78083.0,2405.0,1366.0
2778,06037432101,91607.0,1359.0,1023.0
2779,06037432102,92782.0,1713.0,1309.0
2780,06037432201,69662.0,1228.0,708.0
2781,06037432202,66154.0,1164.0,680.0
2782,06037432300,54155.0,1160.0,639.0
2783,06037432402,57889.0,1647.0,715.0
2784,06037432700,52882.0,1397.0,661.0
2785,06037432801,23466.0,937.0,222.0
2786,06037432802,39474.0,1396.0,210.0
2787,06037432901,59417.0,1159.0,630.0
2788,06037432902,72455.0,861.0,617.0
2789,06037460000,129393.0,1657.0,1435.0
2790,06037462500,92743.0,2333.0,1289.0
2791,06037462800,81424.0,1069.0,472.0
2792,06037462900,138611.0,1362.0,1056.0
2793,06037463000,116181.0,1049.0,690.0
2794,06037463101,96618.0,830.0,510.0
2795,06037463102,84182.0,1132.0,822.0
2796,06037463200,109583.0,1429.0,821.0
2797,06037463300,101964.0,919.0,501.0
2798,06037463400,93433.0,2521.0,1089.0
2799,06037464200,161979.0,2095.0,1778.0
2800,06037480002,109625.0,1128.0,894.0
2801,06037480011,63446.0,1805.0,744.0
2802,06037480012,84234.0,1649.0,963.0
2803,06037480101,74896.0,1217.0,708.0
2804,06037480102,75216.0,1453.0,874.0
2805,06037480202,100875.0,844.0,640.0
2806,06037481101,62824.0,1468.0,305.0
2807,06037481102,53024.0,1447.0,186.0
2808,06037481103,70618.0,1465.0,729.0
2809,06037481201,75078.0,1204.0,501.0
2810,06037481202,73182.0,1936.0,880.0
2811,06037481300,66500.0,842.0,569.0
2812,06037481401,47207.0,1833.0,728.0
2813,06037481402,60847.0,1936.0,1014.0
2814,06037406701,83906.0,869.0,537.0
2815,06037406800,96042.0,1277.0,1075.0
2816,06037407301,84458.0,1073.0,804.0
2817,06037407400,96164.0,525.0,404.0
2818,06037407501,68860.0,1025.0,577.0
2819,06037407601,61429.0,1116.0,424.0
2820,06037407602,68346.0,937.0,648.0
2821,06037407702,75664.0,1611.0,1146.0
2822,06037408624,89107.0,962.0,806.0
2823,06037408630,83793.0,534.0,384.0
2824,06037408631,80417.0,1366.0,969.0
2825,06037404701,75931.0,1238.0,782.0
2826,06037404702,58929.0,1400.0,701.0
2827,06037404703,55455.0,756.0,298.0
2828,06037404802,61921.0,1059.0,443.0
2829,06037404803,66736.0,445.0,277.0
2830,06037406901,74571.0,1151.0,693.0
2831,06037406902,62692.0,862.0,623.0
2832,06037407001,80592.0,1259.0,978.0
2833,06037407002,62330.0,747.0,641.0
2834,06037407101,64375.0,1167.0,665.0
2835,06037407102,73529.0,1230.0,876.0
2836,06037407200,61519.0,1589.0,1107.0
2837,06037407302,68158.0,768.0,665.0
2838,06037408202,62583.0,469.0,258.0
2839,06037408301,67464.0,1239.0,799.0
2840,06037408302,85968.0,1070.0,913.0
2841,06037408303,91750.0,1185.0,1026.0
2842,06037408401,75023.0,1237.0,730.0
2843,06037408402,86667.0,1886.0,1759.0
2844,06037408501,64306.0,806.0,511.0
2845,06037408503,120721.0,1973.0,1774.0
2846,06037408504,86296.0,1583.0,877.0
2847,06037408505,113702.0,769.0,629.0
2848,06037408625,87632.0,1324.0,1002.0
2849,06037408629,96786.0,926.0,783.0
2850,06037433302,34500.0,418.0,112.0
2851,06037433304,36250.0,1315.0,195.0
2852,06037433305,44390.0,1280.0,271.0
2853,06037433306,57803.0,794.0,280.0
2854,06037433307,60673.0,880.0,375.0
2855,06037433403,45967.0,1367.0,288.0
2856,06037433901,41779.0,1372.0,351.0
2857,06037433902,53205.0,840.0,490.0
2858,06037434001,52436.0,986.0,684.0
2859,06037434003,53125.0,1032.0,400.0
2860,06037501600,95587.0,2275.0,1593.0
2861,06037403401,106477.0,1585.0,1271.0
2862,06037403407,143889.0,702.0,671.0
2863,06037403408,102292.0,1975.0,1785.0
2864,06037406300,99770.0,1673.0,1190.0
2865,06037406402,95795.0,563.0,531.0
2866,06037406411,75398.0,513.0,363.0
2867,06037406412,85156.0,748.0,649.0
2868,06037406500,89559.0,1870.0,1179.0
2869,06037406601,103484.0,1391.0,1185.0
2870,06037406602,91591.0,1276.0,905.0
2871,06037406702,79990.0,1775.0,853.0
2872,06037407502,78984.0,859.0,580.0
2873,06037407701,49531.0,1159.0,444.0
2874,06037407801,96620.0,1085.0,856.0
2875,06037407802,84643.0,774.0,591.0
2876,06037407900,91458.0,1530.0,1133.0
2877,06037408003,86463.0,1276.0,973.0
2878,06037408004,78641.0,839.0,430.0
2879,06037408005,113477.0,1587.0,1126.0
2880,06037408006,80500.0,966.0,463.0
2881,06037408133,70667.0,1520.0,633.0
2882,06037408134,107404.0,767.0,591.0
2883,06037408135,92250.0,1164.0,627.0
2884,06037408136,97500.0,1004.0,793.0
2885,06037408137,70976.0,1334.0,495.0
2886,06037408138,58594.0,1207.0,873.0
2887,06037408139,71028.0,835.0,612.0
2888,06037408140,64692.0,760.0,580.0
2889,06037408141,75722.0,1112.0,837.0
2890,06037408211,60429.0,1800.0,920.0
2891,06037408212,74167.0,1378.0,1088.0
2892,06037408623,73393.0,970.0,652.0
2893,06037408626,81379.0,1328.0,790.0
2894,06037408627,104141.0,922.0,796.0
2895,06037408628,67029.0,1866.0,1283.0
2896,06037408704,58281.0,1042.0,516.0
2897,06037408705,72656.0,1597.0,1125.0
2898,06037408706,120341.0,477.0,432.0
2899,06037408723,70109.0,818.0,563.0
2900,06037408724,41486.0,1552.0,30.0
2901,06037405002,66316.0,682.0,464.0
2902,06037405201,56705.0,1348.0,715.0
2903,06037405203,78615.0,795.0,572.0
2904,06037405302,57159.0,1488.0,853.0
2905,06037430002,73218.0,2409.0,1475.0
2906,06037404600,72500.0,392.0,282.0
2907,06037404801,62153.0,1879.0,848.0
2908,06037404901,67636.0,1289.0,844.0
2909,06037404902,74618.0,959.0,705.0
2910,06037404903,60993.0,699.0,437.0
2911,06037405001,80042.0,1357.0,1047.0
2912,06037405101,78667.0,1160.0,743.0
2913,06037405102,49130.0,1364.0,690.0
2914,06037405202,64423.0,1212.0,609.0
2915,06037430101,47031.0,1907.0,724.0
2916,06037430102,67425.0,1209.0,780.0
2917,06037430200,95417.0,393.0,228.0
2918,06037430301,128854.0,1511.0,1276.0
2919,06037430302,80586.0,2183.0,1431.0
2920,06037430400,128298.0,1464.0,1147.0
2921,06037430801,90408.0,2350.0,1052.0
2922,06037430802,102500.0,1352.0,1019.0
2923,06037430803,94315.0,1819.0,1382.0
2924,06037430901,64583.0,1569.0,511.0
2925,06037430902,83853.0,1536.0,513.0
2926,06037431001,71066.0,2649.0,869.0
2927,06037431002,52813.0,1240.0,640.0
2928,06037431100,78427.0,2076.0,747.0
2929,06037431200,63750.0,1490.0,973.0
2930,06037431300,92125.0,850.0,641.0
2931,06037431400,86538.0,1312.0,942.0
2932,06037431502,62531.0,1407.0,837.0
2933,06037432401,52500.0,1008.0,413.0
2934,06037432500,51353.0,2451.0,1363.0
2935,06037432601,67760.0,1737.0,892.0
2936,06037432602,65321.0,1138.0,692.0
2937,06037400501,145417.0,661.0,619.0
2938,06037400602,75722.0,1289.0,666.0
2939,06037400603,80729.0,1727.0,1108.0
2940,06037400604,100556.0,1224.0,818.0
2941,06037400800,86897.0,1120.0,933.0
2942,06037400900,102758.0,1525.0,1063.0
2943,06037401002,68676.0,1484.0,625.0
2944,06037401102,79539.0,1234.0,537.0
2945,06037403721,64628.0,1606.0,905.0
2946,06037403722,57377.0,1728.0,686.0
2947,06037403801,73250.0,1925.0,1214.0
2948,06037403901,83750.0,911.0,704.0
2949,06037403902,88611.0,1494.0,1008.0
2950,06037404000,84519.0,1299.0,787.0
2951,06037404100,64643.0,1458.0,947.0
2952,06037404201,54896.0,987.0,552.0
2953,06037404202,68537.0,731.0,391.0
2954,06037404301,49534.0,1386.0,435.0
2955,06037404302,78077.0,572.0,351.0
2956,06037404401,67353.0,966.0,607.0
2957,06037404402,69444.0,1102.0,558.0
2958,06037404501,56115.0,671.0,369.0
2959,06037404503,76394.0,711.0,525.0
2960,06037404504,57206.0,1296.0,540.0
2961,06037405301,61654.0,1019.0,507.0
2962,06037405400,89332.0,1263.0,1105.0
2963,06037405500,73566.0,1844.0,1312.0
2964,06037405600,87102.0,1603.0,1149.0
2965,06037405701,95036.0,1115.0,832.0
2966,06037405702,83558.0,1481.0,1088.0
2967,06037405800,79728.0,1641.0,1017.0
2968,06037405900,63672.0,1190.0,799.0
2969,06037406000,79203.0,1507.0,1006.0
2970,06037406101,68514.0,1206.0,475.0
2971,06037406102,57321.0,2158.0,411.0
2972,06037406200,49833.0,1888.0,720.0
2973,06037430003,117543.0,1607.0,1519.0
2974,06059011714,,,
2975,06059021813,,,
2976,06059021903,,,
2977,06059021913,,,
2978,06059021914,,,
2979,06059021915,,,
2980,06059021916,,,
2981,06059021917,,,
2982,06059021918,,,
2983,06059075404,,,
2984,06059075405,,,
2985,06059075604,,,
2986,06059075701,,,
2987,06059075703,,,
2988,06059075805,,,
2989,06059075806,,,
2990,06059075807,,,
2991,06059075808,,,
2992,06059075809,,,
2993,06059075810,,,
2994,06059075811,,,
2995,06059075812,,,
2996,06059075813,,,
2997,06059075814,,,
2998,06059075815,,,
2999,06059075816,,,
3000,06059075901,,,
3001,06059075902,,,
3002,06059076201,,,
3003,06059076202,,,
3004,06059076205,,,
3005,06059076206,,,
3006,06059076208,,,
3007,06059086407,,,
3008,06059021807,,,
3009,06059021905,,,
3010,06059021912,,,
3011,06059021919,,,
3012,06059021920,,,
3013,06059021921,,,
3014,06059021922,,,
